count,signal,attention,meditation,delta,theta,lalpha,halpha,lbeta,hbeta,lgamma,hgamma,tasks
58,0,100,60,15.661,17.664,9.467,9.852,6.724,6.24,2.42115768463074,4.08016032064128,noparadigm
59,0,97,66,9.03,6.408,5.662,2.621,5.287,3.723,0.739520958083832,7.31462925851703,noparadigm
60,0,94,84,3.801,7.893,5.976,9.746,2.721,3.594,2.69960079840319,5.67635270541082,noparadigm
61,0,78,100,12.209,18.262,12.332,5.572,4.339,3.525,1.23952095808383,6.32164328657315,noparadigm
62,0,78,100,160.397,7.288,17.433,4.329,5.022,4.663,0.63373253493014,3.89478957915832,noparadigm
63,0,78,100,1.733,11.172,5.821,3.143,2.924,4.637,1.15369261477046,6.13827655310621,noparadigm
64,0,84,88,4.494,8.684,2.772,2.357,1.902,4.376,2.25548902195609,5.93587174348697,noparadigm
65,0,91,83,78.249,15.318,13.105,10.168,7.14,2.987,1.87624750499002,6.77354709418838,noparadigm
66,0,91,78,25.091,2.66,1.262,0.634,1.452,1.143,0.480039920159681,1.13627254509018,noparadigm
67,0,67,80,145.397,44.079,12.207,6.456,5.291,2.77,1.01497005988024,6.2685370741483,noparadigm
68,0,41,64,1129.743,336.306,34.259,42.753,28.738,12.902,23.6457085828343,43.877755511022,noparadigm
69,0,41,37,1484.447,131.893,2.32,15.137,11.342,11.687,6.08283433133733,106.768537074148,noparadigm
70,0,30,37,4.28,10.344,4.104,2.318,3.619,1.674,0.729540918163673,36.3507014028056,noparadigm
71,0,41,37,41.873,27.513,7.086,6.848,3.507,3.868,1.19061876247505,27.6162324649299,noparadigm
72,0,78,84,1090.349,191.574,71.369,32.974,23.873,18.067,9.23253493013972,53.625250501002,noparadigm
73,0,51,74,1837.64,439.888,57.485,19.695,53.083,8.385,7.61776447105788,69.3557114228457,noparadigm
74,0,53,60,3.205,4.178,2.028,1.489,5.323,3.271,1.83532934131737,12.1653306613226,noparadigm
75,0,40,48,64.872,57.928,31.521,10.022,6.459,5.927,2.79740518962076,8.06513026052104,noparadigm
76,0,41,29,1301.87,271.745,14.936,20.796,14.365,19.803,8.87724550898204,42.3847695390782,noparadigm
77,0,57,41,129.629,81.329,16.37,21.752,16.612,8.845,8.51596806387226,39.6913827655311,noparadigm
78,0,41,38,38.551,31.921,7.502,0.983,3.225,3.468,1.24950099800399,15.0581162324649,noparadigm
79,0,51,16,59.939,28.353,2.071,2.169,7.314,4.357,1.29341317365269,19.5871743486974,noparadigm
80,0,74,41,3.855,4.208,1.756,6.789,3.085,5.659,3.75049900199601,29.4238476953908,noparadigm
81,0,80,47,13.446,13.225,4.511,6.423,3.223,3.1,2.31536926147705,19.5691382765531,noparadigm
82,0,83,51,697.615,140.628,26.106,31.796,24.698,23.136,10.4590818363273,53.2815631262525,noparadigm
83,0,63,60,589.705,132.73,25.727,4.629,4.322,3.652,3.64670658682635,18.4909819639279,noparadigm
84,0,63,54,2.759,5.327,2.257,3.004,2.301,4.399,1.3063872255489,23.2214428857715,noparadigm
85,0,67,60,46.946,8.698,5.87,7.903,2.934,4.424,1.40419161676647,21.1953907815631,noparadigm
86,0,100,60,487.971,81.897,17.024,13.057,24.87,29.603,8.20159680638723,67.8306613226453,noparadigm
87,0,60,51,1437.759,447.552,113.675,12.852,31.577,7.807,9.86027944111776,105.577154308617,noparadigm
88,0,50,63,4.908,5.491,12.172,12.115,3.955,3.462,1.02894211576846,21.5531062124249,noparadigm
89,0,50,64,21.873,8.04,4.359,4.284,8.005,2.635,1.41616766467066,19.6553106212425,noparadigm
90,0,57,74,20.506,3.964,3.325,2.671,2.301,7.967,1.48303393213573,17.5070140280561,noparadigm
91,0,84,90,10.842,4.451,8.348,5.277,5.261,3.544,3.64570858283433,15.4629258517034,noparadigm
92,0,74,69,381.993,128.421,30.215,27.637,15.693,7.389,13.815369261477,113.753507014028,noparadigm
93,0,75,80,137.87,31.788,51.01,9.639,7.195,17.475,6.40419161676647,46.5070140280561,noparadigm
94,0,61,67,6.878,25.913,2.877,2.927,3.636,7.143,2.14171656686627,16.125250501002,noparadigm
95,0,40,63,12.704,14.449,9.936,2.559,3.951,3.958,0.997005988023952,10.9418837675351,noparadigm
96,0,38,70,12.306,10.023,3.492,10.057,4.057,1.506,1.66367265469062,12.5991983967936,noparadigm
97,0,53,66,314.282,51.564,7.428,20.985,36.727,18.147,6.73652694610778,46.9569138276553,noparadigm
98,0,66,60,9.725,9.831,3.678,1.548,3.636,3.601,1.08882235528942,17.0,noparadigm
99,0,74,56,738.895,57.375,19.802,28.406,23.765,26.943,10.3243512974052,51.7124248496994,noparadigm
100,0,64,48,56.718,73.711,21.497,10.27,3.355,3.103,2.0059880239521,15.0551102204409,noparadigm
101,0,77,50,913.087,31.966,35.614,17.485,61.259,56.496,11.5688622754491,51.5771543086172,noparadigm
102,0,64,53,6.08,22.017,10.2,2.064,5.288,3.228,1.73852295409182,12.622244488978,noparadigm
103,0,48,51,1.801,28.973,7.102,6.953,4.871,2.132,1.16566866267465,11.9298597194389,noparadigm
104,0,51,27,71.492,91.04,3.297,1.663,2.6,3.764,0.946107784431138,15.6482965931864,noparadigm
105,0,35,13,76.196,38.473,1.529,1.982,4.221,5.331,2.42914171656687,13.2725450901804,noparadigm
106,0,40,7,20.728,7.26,1.288,0.984,3.626,1.27,0.957085828343313,2.89779559118236,noparadigm
107,0,40,11,31.276,34.113,13.223,4.921,1.018,2.605,2.05788423153693,13.0791583166333,noparadigm
108,0,30,61,1586.369,114.518,132.973,24.594,22.089,11.369,13.7994011976048,8.60921843687375,noparadigm
109,0,27,61,953.847,28.379,4.324,2.572,1.775,3.189,2.22854291417166,3.54308617234469,noparadigm
110,0,47,57,9.909,12.464,3.437,4.785,8.583,6.597,5.58383233532934,4.65831663326653,noparadigm
111,0,43,40,1187.877,154.532,4.223,6.052,2.577,7.341,6.16167664670659,4.75450901803607,noparadigm
112,0,43,20,1359.544,453.635,27.841,68.869,40.663,23.807,24.497005988024,20.4689378757515,noparadigm
113,0,37,37,894.121,110.989,90.332,16.837,12.296,9.917,10.6037924151697,6.65230460921844,noparadigm
114,80,37,37,864.048,253.582,61.075,240.829,77.565,144.173,174.451097804391,381.876753507014,noparadigm
115,80,37,37,1533.738,529.93,20.746,252.899,103.114,98.311,167.350299401198,160.148296593186,noparadigm
116,80,37,37,1561.515,603.756,574.755,142.452,146.871,333.007,233.945109780439,187.976953907816,noparadigm
117,55,37,37,86.747,42.034,30.241,29.611,24.066,17.571,30.314371257485,20.8236472945892,noparadigm
